,Date,Equity Share Capital,Reserves,Borrowings,Other Liabilities,Net Block,Capital Work in Progress,Investments,Other Assets,Receivables,Inventory,Cash & Bank,No. of Equity Shares,Face value,Sales,Raw Material Cost,Change in Inventory,Power and Fuel,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Interest,Profit before tax,Tax,Net profit,Dividend Amount,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,PRICE:,Adjusted Equity Shares in Cr,Current_PRICE:,Market Cap,Symbol,EBITDA,EBIT,EV,EV/EBITDA,EV/Sales,EPS,BV,P/E,P/B,P/S,EPS/P,Operating Cashflow Per Share,Price/Cashflow,ROE,ROA,ROCE,Net Profit Margin,EBITDA Margin,Operating Margin,Interest_Cov_Rat,Debt_to_Equity,Debt_Service_Coverage,FixAsset_Turn_Rat,Acc_Rec_Rat,COGS,Inv_Turn_Rat,CFO/Sales,CFO/Total Debt,Yearly_Sales_Growth,Sales_3yr_cagr,Sales_5yr_cagr,Yearly_Profit_Growth,Profit_3yr_cagr,Profit_5yr_cagr,Yearly_EBITDA_Growth,EBIITDA_3yr_cagr,EBITDA_5yr_cagr,Yearly_EBIT_Growth,EBIT_3yr_cagr,EBIT_5yr_cagr,Yearly_EPS_Growth,EPS_3yr_cagr,EPS_5yr_cagr,ROE_5yr_cagr,ROE_3yr_cagr,Yearly_ROE_Growth,Comp_Name,Industry,Comp_Description,Comp_Description_Source
10,2015-03-31,47.51,1597.85,970.47,1988.82,1329.63,89.36,1012.46,2173.2,503.86,819.68,5.39,475087114.0,1.0,10042.33,7389.2,92.07,91.29,114.0,592.42,929.62,411.25,30.29,153.33,27.42,456.16,108.33,347.83,90.27,84.84,-493.27,330.82,-77.61,263.85,47.51,1987.35,94419.0,TVSMOTOR,636.9100000000001,483.58,95384.08,149.76068832331097,9.498202110466396,7.321195537781519,81.1418669753736,271.4515668573729,24.49228831033869,0.1978973007260267,0.0277475669425109,1.785729320143128,147.7547560113154,0.2114005445616764,0.0595169244142075,0.1848667535734356,0.0346363841857417,0.063422532420265,0.0481541634262168,17.63603209336251,0.5898222881314727,0.6382567216827507,7.552725194226965,19.93079426824912,7502.42,9.15286453250049,0.0084482386059808,0.0874215586262326,,,,,,,,,,,,,,,,,,,TVS Motor Company Ltd.,niftyautolist,TVS Motor Company Ltd (TVSM) is engaged in manufacturing two-wheelers and its accessories; it currently manufactures a wide range of two-wheelers and three-wheelers. ,https://www.screener.in/company/TVSMOTOR/
11,2015-03-31,88.2,2013.9,533.6,1103.2,1461.8,39.9,732.0,1505.2,457.7,608.4,146.1,881919360.0,1.0,4973.3,2859.1,61.1,104.2,194.9,602.8,310.9,87.1,85.8,207.1,30.3,723.8,208.9,514.9,264.6,820.8,-158.5,-534.6,127.7,83.33,446.49,106.35,72067.24,MOTHERSON,961.2,754.0999999999999,72454.74,75.37946317103622,14.56874509882774,1.1532173172971398,92.71051535308742,92.22025927364535,1.147119068370688,0.0213841915830535,0.0138391613740206,1.83833904454747,45.32896162280702,0.2449455306598163,0.1048419938100667,0.2861099518154569,0.1035328655017795,0.1932720728691211,0.1516297026119477,24.887788778877884,0.2538413966985395,1.7045575456641249,3.402175400191545,10.86585099410094,3097.1,5.090565417488494,0.1650413206522831,1.538230884557721,,,,,,,,,,,,,,,,,,,Samvardhana Motherson International Ltd.,niftyautolist,Motherson Sumi Systems is engaged primarily in the manufacturer and sale of components to automotive original equipment manufacturers.,https://www.screener.in/company/MOTHERSON/
12,2015-03-31,295.7,18959.39,3728.46,9961.32,5929.46,2178.76,13138.16,11698.49,2558.03,2437.57,2064.77,591392278.0,5.0,38444.83,27631.85,-323.63,222.41,485.35,2316.93,1624.91,1666.32,1184.66,974.9,214.3,4168.89,847.78,3321.11,709.68,3219.49,-2423.09,-1584.82,-788.42,593.9,124.22,1595.2,198367.72,M&M,5358.09,4383.1900000000005,200031.41,37.33259613033749,5.203076980701956,26.735710835614235,448.3275156979552,59.66551664955392,3.55811308506594,0.041493225487016,0.0450171928533662,25.91764611173724,22.914889625375448,0.1724795885139981,0.0877985474725642,0.190709877281795,0.0863863879746639,0.1393708855000789,0.1140124692969119,20.453523098460103,0.193635033645649,1.358969351418803,6.483698346898369,15.029077063208796,28663.24,11.758940256074697,0.083743119686054,0.863490556422759,,,,,,,,,,,,,,,,,,,Mahindra & Mahindra Ltd.,niftyautolist,"Mahindra & Mahindra Ltd is one of the most diversified automobile company in India with presence across 2-wheelers, 3-wheelers, PVs, CVs, tractors & earthmovers.
It also has presence across financial services, auto components, hospitality, infrastructure, retail, logistics, steel trading and processing, IT businesses, agri, aerospace, consulting services, defence, energy and industrial equipment",https://www.screener.in/company/M&M/
13,2015-03-31,289.37,10402.78,112.35,4757.82,1917.24,254.94,9153.32,4236.82,716.96,814.15,586.15,289367020.0,10.0,21593.18,14907.36,57.56,114.7,655.73,900.12,663.73,277.39,226.97,267.4,6.49,4084.79,1271.05,2813.74,1446.85,2147.32,-414.35,-1644.18,88.79,2016.6,28.94,7095.9,200941.52,BAJAJ-AUTO,4358.679999999999,4091.28,200467.72,45.99275927574404,9.28384425082364,97.22667588113336,648.8302626123013,72.98305671455074,10.936450422997682,0.3286176468681315,0.0482131686408476,74.19903248099517,27.17825196058342,0.2631594206964922,0.161480524131345,0.3786644453699846,0.1303068839327973,0.2018544744220165,0.189470934804415,630.397534668721,0.0105077089266424,36.67687647256815,11.262637958732345,30.117691363534924,15620.23,19.18593625253332,0.0994443615993568,19.112772585669784,,,,,,,,,,,,,,,,,,,Bajaj Auto Ltd.,niftyautolist,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India.
It has acquired 48% of the KTM Brand which manufactures sports and super sports two-wheelers, which was 14% in 2007 when the company first acquired KTM. ",https://www.screener.in/company/BAJAJ-AUTO/
14,2015-03-31,151.0,23553.2,515.6,9329.5,12259.3,1882.8,12814.0,6593.2,1069.8,2685.9,18.3,302080060.0,5.0,49970.6,35533.0,455.9,712.3,304.1,1606.6,4277.7,1231.6,783.3,2470.3,206.0,4868.2,1157.0,3711.2,755.0,6320.7,-4410.0,-1962.1,-51.4,3697.35,30.21,9860.45,310015.09,MARUTI,7544.5,5074.2,310512.39,41.15745112333488,6.213901574125586,122.846739490235,930.6491228070176,80.2662735772796,10.59523912756612,0.1973250271159441,0.0332256182104034,209.22542204568023,17.67160971094974,0.1565629719627745,0.1047163555818907,0.2095062717280902,0.074267669389601,0.1509787755200057,0.1015437077001276,24.63203883495145,0.0217514195796525,10.455238359201774,4.07613811555309,46.71022621050664,36093.5,13.438139915856882,0.1264883751645968,12.258921644685802,,,,,,,,,,,,,,,,,,,Maruti Suzuki India Ltd.,niftyautolist,"The Company was established in 1981. A joint venture agreement was signed between the Government of India and Suzuki Motor
Corporation (SMC), Japan in 1982. The Company became a subsidiary of SMC in 2002.It is the market leader in passenger vehicle segment in India. In terms of production volume and sales, the Company is now SMC’s largest subsidiary. SMC currently holds 56.28% of its equity stake.
The principal activities of the Company are manufacturing, purchase and sale of motor vehicles, components and spare parts.",https://www.screener.in/company/MARUTI/
15,2016-03-31,27.16,2309.25,22.57,1264.93,788.5,94.48,2073.61,667.32,46.13,300.36,44.52,27161183.0,10.0,6186.19,3497.99,53.22,46.17,173.61,342.22,381.77,89.34,283.37,136.55,2.12,1853.01,543.79,1309.22,271.6,1474.33,-1017.3,-465.52,-8.49,1918.06,27.16,3616.7,99016.39,EICHERMOT,1991.68,1855.13,98994.44,49.703988592545,16.002489415940993,48.2039764359352,112.1839322533137,75.02907991017553,32.23901968272439,0.5846409502456278,0.02513163114602,54.283136966126655,35.33436177789233,0.5603554170714901,0.33394721000704,0.7864119237975735,0.2116359180691185,0.321955840347613,0.2998824801695389,875.0613207547169,0.0096601195851755,80.66747671121911,7.845516804058338,134.10340342510295,3664.55,12.200526035424158,0.2383260132650306,65.32255206025697,1.0408251463107263,,,1.3424103628426254,,,1.343538935824724,,,1.3197824184069025,,,1.337235671319409,,,,,0.2368282828032892,Eicher Motors Ltd.,niftyautolist,"Eicher Motors Limited, incorporated in 1982, is the listed company of the Eicher Group in India and a leading player in the Indian automobile industry and the global leader in middleweight motorcycles.
Eicher has a joint venture with Sweden’s AB Volvo to create Volvo Eicher Commercial Vehicles Limited (VECV). VECV is engaged in truck and bus operations, auto components business, and technical consulting services business ",https://www.screener.in/company/EICHERMOT/
16,2016-03-31,39.94,8794.47,,3738.45,3584.35,605.4,4581.02,3802.09,1282.8,672.98,131.36,199690088.0,2.0,28442.7,19321.72,11.88,122.13,209.85,1315.93,2006.56,997.32,396.33,437.64,4.89,4434.87,1274.68,3160.19,1437.84,3849.14,-2206.19,-1686.69,-43.74,2945.7,19.97,4444.2,88833.85,HEROMOTOCO,4877.400000000001,4439.76,88702.49,18.186429245089595,3.118638174294283,158.2468703054582,480.3240761141713,28.083967736117128,9.252503093231642,0.1562509888301743,0.053721312525192,192.74611917876817,15.282797975651702,0.3577137579079984,0.2248509384827743,0.5025530850390688,0.1111072436864292,0.1714816103956375,0.1560948855066502,907.9263803680984,0.0,997.4233128834358,7.935246278962714,22.172357343311507,19641.82,29.186335403726705,0.1353296276373199,inf,0.0310817718132483,,,0.3246717861873545,,,0.2571007350742806,,,0.329305280681216,,,0.3246717861873545,,,,,-0.0191631025568286,Hero MotoCorp Ltd.,niftyautolist,"Hero Moto Corp earlier also known as “Hero Honda” is one of India’s first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.
In 2011, Honda group sold its 26% stake in the company to the Munjals (promoters) and ended the JV. Post the termination of JV, the name of the company was changed to Hero Motocorp.",https://www.screener.in/company/HEROMOTOCO/
17,2016-03-31,4.24,7156.97,2066.74,3941.8,4593.8,1058.4,3147.39,4370.16,1831.72,1879.74,80.45,4241143.0,10.0,19886.7,11201.8,14.95,842.05,896.13,1259.07,1156.45,168.19,314.63,734.76,351.88,3605.95,1132.05,2473.9,42.4,3407.23,-3406.22,-178.74,-177.73,38296.75,0.42,140997.25,59782.83,MRF,4692.59,3957.83,61769.12,13.163118874651312,3.106051783352693,5890.238095238095,17044.644761904765,23.93744492501718,8.272231658070845,7.090027505820473,0.1538051687215781,8112.452380952382,4.720736492693478,0.3454583792403797,0.1555593004201654,0.428895908625426,0.1243997244389466,0.2359662487994488,0.1990189423081758,11.247669660111402,0.2886020658519998,1.940193168004896,4.329030432321825,10.856844932631626,12925.029999999995,6.875966889037844,0.171332096325685,1.6486011786678538,0.5068798319652474,,,1.7552372785085035,,,1.3538744758121153,,,1.5201563863047367,,,1.755237278508503,,,,,0.7381378480565648,MRF Ltd.,niftyautolist,Madras Rubber Factory Limited (MRF) is the parent company of the MRF Group. The Co is engaged in the business of manufacturing tyres,https://www.screener.in/company/MRF/
18,2016-03-31,31.4,9503.5,50.0,2847.9,1148.7,150.7,4628.1,6505.3,1322.5,1191.5,1831.5,31398900.0,10.0,9701.4,4900.3,-82.5,104.7,396.7,1303.1,680.9,355.1,622.7,386.4,12.9,2101.5,570.1,1531.4,266.9,1317.7,-994.9,-356.0,-33.2,20784.5,3.14,22774.8,67171.18,BOSCHLTD,2500.8,2114.4,65389.67999999999,26.147504798464485,6.740231306821696,487.7070063694268,3057.992356687898,46.697709285621,7.44763143380362,2.347578699981446,0.0234649381206873,419.6496815286624,49.528215830613945,0.1606099696902956,0.0920998821236979,0.2205969806675083,0.1578535056795926,0.2577772280289443,0.2179479250417465,163.90697674418604,0.0052438934860355,39.758346581876,8.445547140245495,7.335652173913044,5484.2,4.602769618128409,0.1358257571072216,26.354,-0.1972694551321832,,,0.1448007774538386,,,-0.0070674184070513,,,0.0731905390315703,,,0.1448007774538386,,,,,-0.1178878318646915,Bosch Ltd.,niftyautolist,"Bosch Ltd has presence across automotive technology, industrial technology, consumer goods and energy and building technology. It manufactures and trades in products such as diesel and gasoline fuel injection systems, automotive aftermarket products, industrial equipment, electrical power tools, security systems and industrial and consumer energy products and solutions.",https://www.screener.in/company/BOSCHLTD/
19,2016-03-31,151.0,29733.2,230.9,11824.9,12510.0,1006.9,19932.2,8490.9,1322.2,3132.1,39.1,302080060.0,5.0,57538.1,38690.5,-6.9,692.6,770.1,1978.8,5191.7,1187.8,1325.7,2820.2,81.5,7443.7,2079.4,5364.3,1057.0,8484.5,-7227.4,-1236.4,20.7,3716.3,30.21,9860.45,310015.09,MARUTI,10345.4,7525.2,310206.8900000001,29.98500686295359,5.391330092582134,177.56703078450843,1135.217146640185,55.53086041049159,8.68595935956677,0.1713725340252806,0.0477805965031101,280.8507116848726,13.23229689433673,0.1795028811211275,0.118087459962797,0.2498812887886807,0.0932303986402053,0.1798008623850978,0.1307863832834243,92.33374233128832,0.0077264909216241,33.11587708066581,4.599368505195844,43.51694146120103,40160.1,12.82210018837202,0.1474588142465601,36.74534430489389,0.1514390461591415,,,0.4454354386721277,,,0.3712505798926369,,,0.4830318079697293,,,0.4454354386721277,,,,,0.1465219321705733,Maruti Suzuki India Ltd.,niftyautolist,"The Company was established in 1981. A joint venture agreement was signed between the Government of India and Suzuki Motor
Corporation (SMC), Japan in 1982. The Company became a subsidiary of SMC in 2002.It is the market leader in passenger vehicle segment in India. In terms of production volume and sales, the Company is now SMC’s largest subsidiary. SMC currently holds 56.28% of its equity stake.
The principal activities of the Company are manufacturing, purchase and sale of motor vehicles, components and spare parts.",https://www.screener.in/company/MARUTI/
20,2016-03-31,27.72,167.1,148.52,72.55,124.49,4.03,158.88,128.49,66.45,38.67,1.15,27718376.0,10.0,365.33,155.34,5.17,21.99,27.3,33.42,38.68,22.14,-37.9,17.25,18.13,-1.65,14.32,-15.96,0.0,38.03,-12.01,-25.37,0.64,,2.77,579.95,34010.69,SONACOMS,33.730000000000004,16.48,34158.06,1012.6907797213162,93.49919251088058,-5.76173285198556,88.04490974729242,-100.65548245614036,6.586979322990729,1.5874688637670054,,13.729241877256316,,-0.0819217739451801,-0.0308030803080308,0.0479990679792625,-0.0436865299865874,0.0923274847398242,0.0451099006377795,0.9089906232763376,0.7623447284673033,0.2024002400240024,2.9346132219455376,5.497817908201655,199.46000000000004,5.1580036203775546,0.1040976651246818,0.2560597899272825,0.0571502980496556,,,-1.5526315789473686,,,-0.5986435030937648,,,-0.7477422317465177,,,-1.5526315789473686,,,,,-1.5979325044980794,Sona BLW Precision Forgings Ltd.,niftyautolist,"Sona BLW Precision Forgings is an India-based automotive technology company. The company is engaged in designing, manufacturing and supplying engineered automotive systems and components such as differential assemblies, gears, conventional and micro-hybrid motors, BSG systems and EV Traction motors across all vehicle categories.
The company develops mechanical and electrical hardware systems, components as well as base and application software solutions.",https://www.screener.in/company/SONACOMS/
